RespId,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5,Q30,ppage,educ,race,gender,income_cat,voter_category
471528,2,3,2,1,1,1,4,3,2,3,4,1,1,2,72,3,4,1,1,2
471530,2,3,4,2,2,2,1,1,2,2,2,1,1,1,60,1,4,1,4,3
471531,2,3,3,1,2,2,1,2,2,3,3,2,1,1,57,2,4,1,4,3
471537,2,4,2,2,2,2,1,2,1,2,2,1,1,1,85,2,1,2,1,1
471538,1,1,3,3,2,2,1,1,2,2,2,3,1,3,42,1,4,1,3,1
471540,3,4,2,1,1,3,2,2,3,3,3,3,1,5,58,3,4,2,1,2
471542,4,4,1,1,1,4,1,1,1,3,2,2,1,1,51,1,4,1,3,1
471544,2,4,3,1,3,3,3,2,2,4,3,2,1,3,46,1,1,2,3,2
471545,1,3,3,2,2,2,2,2,3,2,2,3,2,3,78,2,4,1,2,3
471547,1,2,3,2,2,3,2,2,2,2,2,2,1,5,47,3,2,1,4,2
471548,1,1,1,1,2,1,1,1,1,1,1,1,1,1,61,2,4,2,4,1
471549,1,4,4,3,4,3,2,3,2,3,3,3,1,3,33,1,4,1,4,3
471551,1,1,2,3,2,1,2,3,3,3,3,3,2,5,46,2,2,1,4,3
471552,2,2,3,1,2,2,2,2,3,3,2,3,1,2,36,1,4,2,4,2
471553,1,1,1,1,3,3,1,1,1,2,1,1,2,3,52,1,1,2,4,2
471554,1,1,4,1,1,4,1,1,1,1,1,1,1,2,59,2,1,1,2,2
471555,3,4,2,1,2,3,3,3,3,3,3,3,1,1,51,2,4,1,3,2
471557,2,2,2,2,2,2,2,2,2,2,2,2,1,2,33,2,1,2,1,3
481661,1,3,2,3,2,1,1,2,3,3,1,3,1,1,52,3,4,2,4,2
471559,2,3,3,2,2,3,1,3,3,2,2,3,1,3,59,1,4,2,4,2
471562,1,4,4,3,2,3,1,1,4,4,2,4,1,5,71,1,1,1,2,1
471565,1,2,4,1,2,1,1,1,1,4,2,1,1,3,30,1,2,2,3,2
471567,1,3,2,1,2,1,1,1,1,1,1,1,1,3,42,2,4,1,1,3
481672,1,1,4,4,2,1,1,1,1,1,1,1,1,2,73,2,2,1,3,1
471568,2,2,1,1,1,2,2,2,2,2,2,1,2,3,43,1,4,1,4,2
471569,1,1,4,1,2,1,3,3,1,3,4,4,1,2,48,3,1,2,3,2
471571,2,2,3,2,2,4,1,2,1,1,2,1,1,5,68,2,4,1,1,3
481680,1,4,3,2,2,2,2,3,3,3,4,3,1,2,29,3,2,2,2,3
471576,4,4,1,2,1,3,3,3,3,4,3,3,2,3,32,1,4,2,4,2
471577,3,4,3,2,2,1,1,3,4,4,2,4,1,1,84,2,4,1,2,3
471578,4,4,1,1,1,4,2,2,2,4,4,3,1,1,32,1,4,2,3,2
471579,1,1,4,4,3,1,1,1,1,2,3,1,1,2,53,1,4,2,4,2
481688,1,3,3,3,2,3,2,2,1,3,2,2,1,2,49,2,2,2,3,3
471581,2,2,2,2,1,2,1,1,2,2,2,2,1,2,54,2,4,1,3,3
471583,2,1,3,1,1,1,4,4,3,4,2,2,1,2,27,1,2,2,1,3
481692,2,3,4,1,2,1,1,1,1,2,3,2,2,1,60,2,4,1,2,2
471584,1,3,2,3,2,1,1,1,2,3,1,1,1,2,72,3,4,2,2,2
471590,1,2,2,3,2,1,1,1,1,1,1,2,1,3,76,3,4,2,3,1
471591,1,2,3,3,2,2,4,2,2,3,4,2,1,2,41,3,2,2,2,2
471592,2,3,4,1,2,1,1,2,2,1,2,2,1,3,77,3,4,1,1,1
471594,2,2,3,1,3,2,1,1,1,2,2,2,1,2,40,1,3,1,4,2
471595,2,4,2,1,3,3,2,2,3,2,2,1,1,1,82,3,4,2,3,2
471596,3,4,2,1,1,3,2,2,2,4,3,1,1,1,75,1,4,1,4,1
471597,1,1,4,2,2,1,2,2,2,2,3,3,1,2,78,1,4,1,3,1
471598,4,2,3,2,1,3,3,2,2,3,3,3,1,3,40,1,4,2,3,2
471600,1,1,4,1,1,1,1,1,1,1,1,1,1,3,42,3,1,1,2,3
471601,4,4,1,1,2,4,1,1,1,3,2,2,1,1,41,1,4,2,4,2
471602,4,4,2,1,2,2,1,1,1,4,1,1,1,1,55,1,4,2,4,3
471603,3,4,2,1,2,3,2,2,2,3,2,1,1,1,50,3,4,1,4,2
471604,2,3,2,2,2,2,2,1,2,2,2,2,1,1,61,1,4,1,4,2
471605,1,1,4,1,2,2,1,1,1,2,2,2,1,3,63,1,4,2,4,3
471606,1,2,1,2,1,2,3,2,3,3,3,2,2,5,46,1,3,1,2,2
471608,4,4,2,1,2,3,2,2,2,3,3,3,1,3,69,1,1,2,3,1
471612,1,2,3,1,2,1,1,2,2,3,4,1,2,5,64,2,4,2,1,3
471613,1,4,3,2,3,2,1,1,1,1,1,1,1,1,67,1,4,2,3,1
471614,1,1,4,3,1,1,1,1,1,2,1,1,1,3,49,3,1,2,2,3
471615,3,3,3,3,3,3,3,3,3,3,3,3,2,5,34,3,2,2,3,3
471616,2,3,3,2,2,3,2,2,3,3,2,2,1,5,63,2,3,1,4,3
471618,1,3,4,1,1,1,4,4,3,4,4,1,1,5,59,2,4,1,2,3
471619,2,3,2,2,2,3,2,1,1,2,2,1,1,3,45,1,2,2,3,2
471620,1,2,2,4,2,1,1,2,1,1,3,1,1,2,64,2,4,2,1,1
471621,4,3,1,1,1,1,1,1,1,3,4,1,1,3,60,2,4,1,1,3
471623,1,2,2,3,3,2,1,1,1,2,1,1,1,2,70,3,4,2,1,1
471624,3,3,2,2,2,2,2,2,2,2,2,1,2,3,65,3,4,2,2,2
471625,1,1,4,2,2,1,1,1,2,3,1,2,1,2,75,2,4,1,1,1
471626,3,3,1,1,2,3,2,2,2,2,2,3,1,1,36,3,2,1,3,2
471629,2,2,3,4,3,2,2,2,2,3,2,3,1,2,64,3,4,1,2,2
471630,1,4,4,1,3,2,2,1,1,3,1,2,1,2,27,1,2,1,3,3
471631,4,4,1,1,2,2,1,1,2,1,1,1,1,1,66,1,4,2,4,2
471633,3,4,1,1,2,3,1,1,1,1,2,1,1,1,74,2,4,1,2,1
471634,4,2,3,4,1,3,2,2,2,1,2,2,1,2,46,2,1,1,4,2
471635,4,4,4,1,4,4,1,1,2,4,1,1,1,1,74,1,4,1,3,2
471639,1,1,4,2,3,1,1,1,1,2,3,1,1,2,68,1,4,1,3,1
471640,4,4,2,2,2,3,1,1,2,1,2,1,1,3,26,1,3,2,3,1
471642,4,4,1,1,2,4,2,1,1,2,1,2,1,1,53,1,4,2,4,2
471643,1,1,2,1,1,1,1,1,1,2,1,1,1,3,67,2,2,1,2,2
471644,2,3,4,3,2,2,1,1,2,2,2,2,1,2,73,1,4,1,3,1
481756,4,4,1,1,1,4,1,1,4,4,3,4,1,1,59,1,4,2,3,2
471646,1,2,1,1,2,1,1,1,1,1,1,1,2,2,58,2,4,2,2,2
481758,2,3,2,1,3,3,1,1,1,3,2,2,2,5,53,1,4,2,3,2
471647,2,4,1,4,2,4,3,2,3,2,4,4,1,1,75,2,4,1,1,1
471648,4,4,2,4,1,2,3,2,2,3,2,1,1,1,70,2,4,1,3,2
471649,1,4,1,1,3,1,1,1,2,4,1,1,1,1,70,1,4,1,3,1
471650,1,1,4,1,2,1,4,4,3,3,4,3,1,1,69,2,4,1,1,2
471651,4,4,3,1,2,2,1,1,1,1,2,3,1,1,23,1,4,2,3,1
471653,2,2,3,1,2,2,1,1,2,2,1,2,2,2,73,2,4,1,4,2
471654,2,2,3,2,2,2,1,1,1,3,3,1,2,2,30,3,4,1,1,3
471655,1,2,3,3,3,2,2,2,2,3,3,2,2,5,46,3,1,1,1,2
471656,1,1,4,3,2,1,1,1,1,4,4,4,1,2,56,2,1,1,3,1
471658,1,1,4,2,3,1,2,2,2,2,2,3,1,2,37,1,4,2,4,2
471660,2,4,1,4,1,2,1,1,2,4,3,3,1,1,51,1,4,1,4,1
471661,2,3,3,2,2,3,4,4,4,4,4,4,2,3,34,2,1,2,2,3
471662,1,2,3,2,2,1,2,2,2,2,4,1,1,3,60,2,4,2,1,3
471664,2,2,4,4,4,2,1,1,1,1,2,1,1,3,68,1,3,1,3,2
471665,2,3,3,3,3,2,3,3,2,3,2,3,2,1,43,1,4,1,4,2
471666,2,3,3,3,2,2,2,2,3,3,4,4,1,2,76,2,4,1,3,1
471667,2,2,3,3,3,1,2,2,2,2,2,2,1,2,68,3,4,2,1,2
471668,3,3,3,2,3,3,3,3,3,4,4,3,1,1,67,3,4,2,4,1
471670,2,2,1,1,1,1,1,1,1,2,3,2,2,3,70,3,4,1,1,2
471671,1,1,2,2,2,2,2,1,2,2,2,1,1,2,39,3,4,2,1,2
471672,1,2,4,2,2,1,3,3,4,3,4,2,1,3,57,1,1,1,3,2
471673,3,4,3,2,3,3,1,2,2,1,2,3,1,1,41,1,4,1,3,1
471674,4,4,2,1,3,3,2,2,3,4,4,1,1,1,65,3,4,2,2,1
471675,1,1,3,2,2,1,2,1,1,2,2,2,1,3,46,1,4,2,3,2
471676,3,3,3,3,3,3,2,2,2,2,2,2,2,1,40,1,4,2,1,3
471680,1,2,1,1,1,2,1,1,1,2,1,3,1,1,70,3,3,2,3,2
471681,3,4,2,1,2,2,2,2,2,1,2,3,1,1,68,2,4,2,1,2
471682,1,1,3,1,1,1,1,1,3,2,1,2,1,3,33,2,4,2,1,3
471683,2,3,3,3,2,2,3,3,3,2,3,2,1,3,67,2,2,1,2,2
471684,1,1,4,3,2,2,1,1,1,3,2,3,1,2,56,1,1,2,3,1
471685,2,1,4,2,1,1,1,3,2,2,3,3,1,2,58,2,1,1,1,1
471686,1,1,4,2,2,1,2,1,1,4,4,3,1,3,25,1,4,1,1,1
471687,4,4,1,1,2,4,1,1,2,2,3,4,1,3,41,1,4,2,4,1
471691,1,2,3,1,1,3,3,2,2,3,3,2,2,1,39,3,3,1,4,2
471692,1,1,2,2,2,1,2,2,2,3,4,2,1,2,60,1,1,1,3,2
471693,1,2,1,4,2,3,2,2,2,2,4,2,1,1,54,1,4,1,3,1
471694,1,1,4,4,2,1,1,1,1,2,2,1,1,2,62,1,4,2,4,1
471695,2,3,1,2,1,3,4,4,4,3,4,2,2,1,59,2,4,1,1,3
481809,2,2,2,2,2,3,2,1,1,3,2,2,1,1,64,3,4,1,2,1
471696,2,2,4,2,3,1,2,1,2,2,2,2,1,2,37,1,4,1,4,3
471697,2,3,2,1,2,1,1,1,3,1,3,2,1,1,60,3,4,2,4,1
471698,2,2,2,2,3,2,2,2,2,2,3,3,1,2,42,1,2,1,4,2
471699,2,2,2,3,2,2,1,2,2,3,3,3,1,2,26,3,2,2,4,3
471700,1,4,4,4,4,2,2,2,1,2,2,2,1,2,32,1,4,2,3,2
471701,4,4,4,1,1,4,1,3,2,2,3,4,1,3,52,1,4,2,2,2
471703,1,1,4,2,1,1,2,2,2,3,2,3,1,2,40,1,3,2,4,2
471705,2,3,4,2,3,2,1,1,3,3,2,2,1,1,62,1,4,1,3,2
471706,1,1,3,4,2,1,1,1,1,1,1,1,1,2,73,2,4,1,2,2
471707,1,1,4,3,3,2,1,2,3,2,3,1,1,2,55,1,4,1,3,2
471708,1,4,3,3,3,1,1,2,2,2,1,2,1,2,43,2,1,1,2,2
471709,1,2,3,3,2,1,1,1,2,2,2,2,1,2,68,2,4,1,4,1
471710,3,4,4,1,1,2,3,2,3,3,2,3,2,3,35,1,4,2,2,2
471711,2,4,4,3,1,2,3,3,3,4,4,3,1,3,41,3,4,1,3,2
471713,3,4,1,1,3,1,1,1,3,2,4,1,1,5,72,2,4,1,2,2
471716,3,4,1,1,2,4,1,2,2,3,2,1,2,1,45,1,4,1,4,3
471718,1,3,4,4,3,1,1,1,2,2,2,1,1,2,65,2,4,1,3,2
471719,1,1,4,2,4,1,1,1,1,2,2,2,1,3,40,1,4,2,4,2
471721,1,2,4,2,2,1,1,1,1,1,1,2,1,2,76,1,4,1,3,1
471723,1,3,2,2,2,2,1,2,1,2,3,1,1,2,58,2,1,2,3,1
471724,1,1,4,4,3,1,2,2,2,2,3,1,1,2,73,1,4,2,2,2
471725,2,3,2,2,2,2,3,3,3,3,3,2,1,2,41,3,4,2,3,2
471727,2,2,3,1,2,2,2,3,2,2,2,2,2,5,48,2,4,1,3,3
471728,2,3,2,1,1,3,2,2,2,3,3,4,2,5,41,2,4,2,1,3
471729,1,2,3,2,2,2,2,2,2,2,3,1,1,5,58,2,4,1,1,3
481846,2,3,3,4,3,3,1,1,1,1,2,1,1,1,23,3,2,2,4,3
471731,1,1,3,1,2,1,1,2,1,1,3,1,1,2,28,1,1,1,2,2
471735,4,4,4,2,3,4,2,2,2,3,1,2,1,1,77,3,4,2,3,3
471736,3,3,3,1,3,1,4,4,4,4,3,2,1,3,78,3,4,1,3,1
471737,2,3,1,1,3,3,2,3,3,2,3,3,1,1,38,2,2,2,1,2
471738,2,3,2,1,1,1,1,3,3,3,4,1,1,1,65,3,4,2,3,3
471739,3,4,1,3,2,3,2,3,2,3,2,3,1,1,41,3,4,2,3,3
471740,1,1,1,1,1,1,4,4,4,4,4,4,1,2,59,2,2,2,3,2
471741,4,4,4,1,1,2,1,2,2,1,2,1,1,1,50,2,4,1,4,2
481859,3,4,1,2,2,3,2,2,2,3,3,2,1,1,22,3,4,2,3,1
471742,2,3,2,1,3,2,2,1,2,2,2,2,1,1,56,1,4,1,4,2
471743,4,4,2,2,1,3,2,1,2,2,3,1,1,3,66,1,4,2,3,3
471744,3,3,2,2,3,3,2,2,2,2,2,2,1,1,58,1,2,2,4,1
471745,1,1,4,2,2,1,2,2,2,2,3,3,1,2,33,1,4,1,4,1
471746,4,4,1,1,1,4,1,1,1,1,2,2,1,4,53,1,4,2,3,2
471747,1,1,4,1,2,2,2,3,3,3,2,3,1,2,67,3,2,1,1,2
481866,1,2,4,4,2,1,1,1,4,1,1,1,1,3,52,3,2,1,2,1
471748,2,3,1,1,1,2,2,2,2,2,2,1,1,1,58,3,4,1,3,2
481868,1,2,3,4,3,1,1,1,1,1,1,1,1,2,64,3,2,2,3,2
471750,2,2,3,2,2,2,4,4,4,4,4,4,1,5,28,3,3,2,3,3
471751,1,1,4,2,2,2,3,2,2,2,3,3,1,2,37,3,4,2,3,2
471752,3,3,3,1,2,3,2,2,2,2,3,1,1,3,65,2,4,2,3,1
471754,2,2,4,4,3,2,1,1,1,1,1,1,1,3,77,1,4,1,3,1
471755,4,4,1,2,1,2,2,1,1,4,2,1,1,3,67,2,4,2,2,1
471757,2,3,2,1,2,2,3,3,3,3,4,3,1,1,56,1,4,2,2,2
471758,2,2,2,2,1,2,4,4,4,4,4,4,2,5,25,2,4,2,1,3
471759,2,1,3,2,1,3,2,2,2,2,2,2,1,5,41,2,4,1,3,2
471760,1,1,4,4,1,2,1,1,1,2,2,2,1,3,57,2,4,1,3,1
471761,1,1,4,3,2,2,1,1,1,1,1,1,1,2,71,1,1,1,3,1
471762,2,3,2,2,2,2,3,3,3,3,2,3,2,2,70,3,3,2,1,1
471763,3,3,2,4,2,2,2,2,2,3,2,1,1,3,23,2,4,2,3,1
471764,1,1,4,2,2,1,1,2,2,1,2,1,1,2,69,1,4,1,2,1
471766,1,3,3,1,2,1,2,2,1,2,2,2,1,1,74,2,4,1,1,2
471768,2,3,3,1,2,3,3,2,3,4,2,1,1,1,85,3,4,2,4,2
471769,1,1,2,2,2,2,2,1,1,3,1,1,1,2,32,1,3,1,3,2
471770,1,1,4,2,1,2,1,1,1,3,2,2,1,2,28,1,4,2,4,3
471772,2,3,3,2,2,2,2,1,2,1,2,1,1,5,28,1,2,2,3,3
471773,2,2,3,2,2,2,4,3,2,4,4,4,2,3,29,3,3,1,1,3
471774,4,4,1,1,2,3,2,2,2,3,2,1,1,1,58,3,4,1,1,1
481895,1,1,1,1,1,1,3,3,4,4,4,3,1,3,85,2,4,1,2,1
471775,1,2,3,2,2,1,1,1,1,3,2,2,1,2,48,1,4,2,3,2
471781,1,1,3,2,1,2,1,2,2,2,3,1,1,2,31,2,1,2,1,2
471782,2,4,2,1,2,2,1,2,2,3,2,2,1,1,40,2,4,1,1,3
471783,1,2,4,1,3,2,3,3,2,4,4,3,1,2,32,1,3,1,4,2
471784,2,2,2,2,2,2,3,3,3,3,3,1,1,2,33,3,1,1,2,2
471786,3,3,1,3,1,2,1,2,2,2,2,2,1,2,67,2,1,1,3,1
471788,1,1,3,2,1,2,2,2,3,3,2,2,1,1,49,1,2,2,3,2
471789,3,4,2,1,2,3,2,2,2,1,2,2,1,1,66,3,4,2,4,1
471791,2,3,2,2,2,4,3,3,3,4,4,2,1,1,58,2,4,2,1,3
471792,1,1,2,2,2,1,1,1,1,3,2,1,1,2,55,3,1,2,2,1
471794,2,3,2,3,1,2,3,2,2,2,2,2,1,2,56,3,4,2,4,2
471795,1,1,4,1,3,1,2,2,1,4,3,3,1,2,33,1,4,2,3,1
471796,1,1,4,3,2,1,1,1,2,2,1,2,1,3,42,1,4,1,3,2
471797,2,3,2,1,1,2,1,2,1,4,3,3,1,1,65,2,4,1,3,2
471798,2,4,1,1,2,4,2,2,2,2,4,2,2,2,41,2,2,1,3,2
471799,2,4,2,3,2,2,2,3,3,2,2,2,1,2,70,2,4,2,3,2
471801,2,2,3,1,4,1,2,2,2,3,2,2,2,1,59,3,4,1,4,2
471802,3,3,1,1,2,3,2,2,2,4,2,4,2,1,64,2,4,2,3,2
471803,1,1,2,1,1,2,2,3,3,2,3,2,1,2,27,3,2,2,1,3
471806,3,4,2,1,2,2,1,2,2,4,1,2,1,3,82,1,4,2,2,1
471807,1,1,4,2,1,1,2,1,1,1,1,1,1,3,35,1,1,1,1,2
471808,3,4,3,1,2,2,1,2,2,4,2,1,1,1,52,1,4,2,3,2
471809,1,2,2,3,2,1,4,4,4,4,4,4,1,5,29,2,3,2,1,3
471810,4,4,2,2,3,3,1,2,3,3,2,2,1,3,32,1,4,2,4,2
471811,2,3,1,1,2,2,2,2,2,3,4,1,1,3,25,2,4,2,3,1
481934,1,1,4,1,2,1,1,1,1,3,2,2,1,2,32,2,1,1,1,3
471812,1,1,3,1,1,2,4,4,4,4,4,4,1,3,29,2,4,2,1,3
471813,1,2,4,1,1,1,1,1,1,4,4,1,1,2,60,3,1,1,1,2
471814,1,1,3,3,2,2,2,2,2,3,3,2,1,2,33,1,1,1,2,3
471816,4,4,1,1,3,3,1,2,2,2,3,3,1,1,48,2,4,2,3,2
471819,2,1,3,1,2,1,2,2,3,3,3,3,1,2,62,3,4,2,3,2
481943,4,4,3,1,2,4,2,3,3,3,3,1,1,1,57,2,4,2,1,1
471821,2,2,2,2,1,2,4,4,4,4,4,4,2,3,34,2,4,2,1,3
471822,4,4,2,1,1,4,3,2,2,3,2,2,1,3,32,1,4,2,2,2
471824,1,1,3,2,2,2,1,1,1,2,1,1,1,2,47,1,4,1,1,2
471825,1,1,4,1,1,1,3,3,3,4,4,4,2,5,32,2,4,1,1,3
481950,3,2,3,2,2,3,2,3,3,4,3,2,1,1,28,1,3,2,2,3
481951,3,3,3,3,3,3,2,2,2,2,2,2,2,2,31,1,1,2,2,1
471826,4,4,2,1,2,2,2,2,1,2,2,2,1,1,33,1,4,2,4,2
471827,2,4,2,2,4,1,1,1,1,1,1,1,1,5,72,1,4,1,4,1
471828,1,1,3,1,1,2,1,1,1,3,3,2,1,2,31,1,1,1,2,1
471829,4,4,1,4,4,1,3,4,4,4,4,4,2,5,32,2,4,1,1,3
471830,1,3,4,2,2,3,1,3,1,4,1,2,1,2,54,2,2,2,3,2
471831,3,4,2,1,1,2,1,1,1,3,2,1,1,2,65,2,4,2,2,1
471832,2,4,3,2,4,1,1,2,3,1,2,1,1,3,75,1,4,1,4,1
471835,4,4,1,1,1,4,2,1,1,2,1,3,1,3,66,1,4,2,4,2
471836,3,4,2,1,2,3,2,2,2,2,2,1,1,1,77,1,4,2,3,2
471838,3,4,1,1,1,4,1,1,1,4,2,2,1,3,61,1,4,2,4,1
471839,1,1,4,2,2,2,4,1,1,3,3,3,1,2,39,1,4,1,4,2
471844,1,2,2,3,2,1,1,2,3,2,2,2,1,2,64,2,2,1,2,2
471845,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,2,1,1,1,3
471847,1,1,4,3,2,1,1,3,4,4,1,3,1,2,57,3,1,2,3,1
471848,1,1,2,1,1,2,1,4,4,4,3,3,1,5,31,2,3,1,2,2
481975,1,1,4,2,1,2,1,1,2,3,3,3,1,2,33,3,4,1,1,3
471850,1,1,3,1,1,1,1,1,1,1,1,1,1,2,69,1,1,2,2,2
471851,1,2,2,2,1,2,2,2,2,2,2,2,1,3,31,3,1,2,2,1
471852,1,1,2,1,4,1,4,1,1,1,2,3,1,2,31,2,1,1,1,1
471855,1,1,4,4,2,1,2,2,4,3,3,1,1,2,32,2,1,2,1,3
471856,3,3,2,1,2,3,2,2,3,4,3,3,2,1,56,3,2,2,3,2
481984,2,2,3,2,2,2,3,3,2,4,4,4,2,2,77,2,2,1,3,2
471858,2,3,1,3,3,2,1,1,2,3,2,1,1,2,32,1,3,2,2,3
471859,2,3,1,1,1,2,2,2,2,2,2,2,1,1,62,2,4,1,2,1
471862,2,3,4,1,1,2,3,3,3,3,4,3,1,1,50,2,4,1,1,2
471864,1,1,4,3,2,1,2,2,1,2,2,2,1,2,45,1,1,1,2,2
471867,2,3,3,1,2,2,2,1,2,4,1,1,1,5,49,1,4,1,4,2
471868,1,1,1,1,2,1,1,1,1,1,1,1,1,3,63,3,2,1,1,3
471869,1,2,2,2,2,2,1,1,1,3,3,2,1,1,61,1,4,1,4,1
471870,2,4,2,1,1,3,3,3,2,3,3,4,2,1,38,1,4,2,2,2
471871,4,4,2,1,2,3,2,2,2,3,1,1,1,3,58,1,4,2,4,1
471872,2,1,4,3,4,1,3,2,1,1,3,2,1,2,34,3,1,1,2,2
471875,4,4,1,1,1,2,1,1,2,1,2,1,1,1,32,1,4,1,3,2
471877,4,2,1,1,3,2,1,1,2,1,2,1,1,1,78,2,4,1,1,2
471878,1,1,1,2,1,1,1,1,2,3,4,4,1,5,39,2,2,1,1,2
471879,1,4,2,1,2,2,3,3,3,4,3,3,1,1,67,1,3,2,2,2
471881,1,1,4,2,3,1,1,1,1,2,1,3,1,2,32,1,4,1,3,3
471882,1,1,3,2,1,3,1,2,3,3,3,3,1,2,52,2,4,2,4,2
471883,1,2,4,3,3,2,1,1,2,2,2,2,1,2,66,1,4,2,4,1
471884,3,3,3,2,3,3,2,2,2,3,2,3,2,2,37,1,4,1,4,3
471885,2,2,3,1,1,2,2,3,2,2,2,2,2,5,33,2,4,1,2,3
471886,1,1,4,1,1,1,1,4,1,1,1,1,1,2,75,1,1,1,3,1
471887,1,2,4,3,2,1,1,1,2,2,2,3,1,2,68,3,4,1,2,2
471888,2,2,3,2,3,2,3,2,2,4,2,2,1,1,85,3,4,1,3,2
471889,2,3,4,3,4,2,2,2,2,3,4,2,1,1,68,1,2,2,2,2
471893,1,1,4,3,1,2,2,3,3,4,3,3,1,2,53,2,4,2,1,2
471895,1,1,4,1,1,2,1,1,1,1,1,1,1,2,60,2,1,2,1,1
471896,2,3,3,1,1,2,3,3,2,3,3,3,2,3,37,2,4,2,2,3
471897,1,2,2,3,2,2,1,3,2,2,1,1,1,5,81,2,4,1,2,1
471898,1,2,4,2,2,1,2,1,1,3,3,2,1,2,64,1,4,1,4,2
471900,3,2,1,1,1,4,1,4,2,4,3,3,1,1,47,2,4,2,4,2
482034,1,3,4,3,1,2,3,3,3,2,2,1,1,2,43,1,2,2,4,2
471901,2,2,4,3,3,2,2,1,2,2,2,2,1,2,74,2,4,1,3,1
471902,3,3,3,2,2,2,2,3,2,3,4,3,2,1,84,2,4,1,2,1
482038,1,1,1,3,1,1,1,1,1,1,1,1,1,3,61,1,1,2,3,2
471904,1,1,3,3,3,1,1,1,2,2,2,1,1,2,63,1,1,1,3,1
471906,2,3,2,2,2,2,2,2,2,3,1,2,1,3,77,2,4,1,1,1
471910,2,3,2,2,2,2,2,1,2,2,3,3,1,1,34,1,4,1,2,2
471912,4,4,2,2,1,2,2,2,1,1,2,1,1,1,56,1,4,1,3,1
471914,2,3,3,2,2,2,4,4,4,4,4,4,1,3,53,3,4,1,2,2
471915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,2,4,2,2,3
471916,3,4,1,2,2,4,2,1,1,2,2,1,1,1,41,3,4,1,2,1
482053,1,3,3,3,3,3,2,2,2,2,2,2,1,2,40,3,1,1,1,1
482054,2,3,2,2,2,2,1,1,2,3,2,1,1,1,81,3,4,1,3,1
471917,2,4,1,1,1,2,2,2,2,4,2,4,1,3,22,3,4,2,2,1
471918,3,3,1,1,2,4,1,2,3,1,4,3,2,5,51,2,4,1,2,3
471919,1,1,4,1,1,1,3,3,3,2,4,2,2,2,56,1,1,1,3,1
471920,1,2,4,4,1,2,1,1,1,1,2,1,1,2,60,2,1,2,2,3
471922,1,3,1,1,1,2,1,1,1,3,3,4,1,5,41,1,4,1,3,2
471923,2,3,3,4,2,3,3,2,3,2,2,3,1,1,71,3,4,2,2,1
471926,3,1,1,1,2,2,3,3,3,4,4,1,1,1,48,2,4,2,3,2
482067,1,2,3,2,2,3,3,2,2,4,2,3,1,2,59,2,1,1,2,1
471928,3,3,2,2,2,3,1,1,4,3,3,4,1,1,44,1,4,2,4,3
471929,1,1,1,1,1,1,2,2,3,2,2,1,2,1,27,3,2,2,3,1
471930,1,1,2,1,1,1,1,2,1,2,4,1,1,1,60,2,4,1,2,2
471931,1,3,3,1,3,1,1,2,1,2,4,1,1,3,29,1,4,1,2,1
471932,1,1,4,1,1,2,1,2,2,2,2,2,1,3,35,1,4,1,2,2
471933,1,2,4,1,1,1,2,2,2,2,4,3,2,2,29,2,2,2,1,3
471934,3,4,4,2,2,4,2,3,3,4,2,4,1,2,62,3,4,1,3,1
471935,3,4,1,1,1,4,2,1,2,3,1,3,1,3,70,2,3,1,3,2
471936,4,4,2,1,3,4,3,2,3,4,4,3,2,3,24,3,4,2,2,3
471937,3,4,1,1,2,4,3,3,3,1,4,2,1,1,80,2,4,2,2,1
471938,3,4,2,1,1,2,3,3,2,4,3,3,2,3,50,2,4,2,2,1
471939,1,4,2,1,2,3,2,1,1,3,2,1,2,1,60,3,4,1,3,2
471941,2,3,2,1,2,3,1,1,2,1,2,1,1,1,59,2,4,1,2,1
471944,4,4,1,1,1,4,1,1,1,4,3,3,1,3,39,3,4,2,1,2
471945,4,3,4,4,4,2,2,2,2,3,2,2,1,2,75,3,1,2,4,2
471947,2,2,3,2,2,2,3,2,3,2,2,3,2,5,31,2,4,2,3,3
471948,2,2,4,3,2,1,1,2,2,2,2,1,1,2,80,2,4,2,1,2
471949,1,1,4,3,1,1,1,1,1,1,1,2,1,2,58,3,1,1,2,2
471950,1,2,2,3,3,2,2,2,2,3,2,2,1,2,52,1,1,1,1,2
471953,1,2,3,2,1,2,2,2,2,2,2,2,1,3,57,3,2,2,2,3
471954,1,1,1,1,1,1,2,1,2,1,1,1,1,2,52,2,2,1,2,3
471955,1,1,4,1,1,2,2,2,2,3,3,3,1,2,31,1,4,1,3,1
471957,2,4,4,3,2,1,1,2,2,2,2,2,1,3,72,2,4,1,1,2
471958,1,2,2,2,3,2,2,2,2,2,2,2,1,3,67,1,3,1,4,1
471959,1,1,4,2,1,2,1,1,1,3,2,2,1,2,32,1,3,1,1,2
471960,1,1,1,2,1,1,1,1,1,1,1,1,2,4,85,2,4,1,1,3
471961,2,1,2,2,2,2,2,2,3,2,3,2,1,2,36,1,4,2,4,3
471962,3,4,4,4,3,4,1,1,2,4,4,1,1,2,73,3,4,2,2,2
471963,1,1,4,4,3,3,1,2,1,1,1,1,1,3,65,1,1,2,2,2
