RespId,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5,Q30,ppage,educ,race,gender,income_cat,voter_category
473632,1,1,4,3,2,2,1,1,3,3,1,1,1,2,65,1,2,1,4,2
473633,3,2,1,1,1,4,3,3,3,3,3,1,2,3,44,2,4,2,2,3
473635,4,4,4,1,2,3,4,4,4,2,4,4,1,3,72,3,4,1,3,2
473636,4,3,3,1,4,4,1,1,2,3,2,1,1,1,72,1,4,1,2,1
473637,1,2,4,1,3,1,1,2,1,4,4,3,1,3,51,1,4,1,4,2
473638,1,1,4,1,3,1,3,2,2,3,3,3,1,2,38,1,4,2,4,1
473641,1,1,1,4,4,1,1,1,1,1,1,1,1,2,48,2,4,2,4,1
483902,1,1,4,2,2,2,1,2,2,2,2,1,1,2,68,3,1,2,1,2
473643,3,4,2,1,2,4,1,2,2,4,3,2,1,3,55,1,3,1,4,3
473644,2,4,2,4,1,1,1,1,1,3,2,1,1,2,60,2,4,1,1,3
473646,1,1,2,2,3,2,3,3,3,3,3,3,1,2,73,1,4,1,3,1
473647,1,1,1,4,4,1,1,1,1,1,1,1,2,3,56,3,1,2,1,2
473650,1,2,2,3,2,1,1,2,2,2,4,2,1,2,71,2,4,1,1,2
473651,1,1,4,3,2,1,2,1,1,3,3,2,1,2,28,1,4,1,3,2
473652,2,2,1,2,3,3,2,3,3,2,4,2,2,1,38,1,4,1,4,2
473654,2,2,3,2,2,2,2,1,2,2,3,2,1,1,66,1,4,1,3,1
473656,3,2,3,3,2,3,1,1,1,1,1,1,1,5,63,2,2,2,1,3
473657,4,4,1,1,1,4,1,1,2,4,2,1,1,1,52,1,3,2,4,2
473660,3,3,3,4,4,2,4,1,2,2,2,3,2,2,75,2,2,1,1,1
473661,2,2,3,2,2,2,2,3,3,2,3,2,1,5,47,2,3,1,2,3
473663,4,3,1,4,4,4,1,3,2,2,4,1,1,5,29,2,1,1,1,3
473664,1,2,2,2,3,1,1,1,1,1,1,1,1,2,62,1,3,1,4,2
473665,2,1,2,1,3,1,1,2,2,2,2,2,1,3,61,2,4,1,1,3
473666,1,1,3,2,2,1,1,1,2,1,3,1,1,3,37,1,4,1,3,2
473668,2,2,3,2,3,3,3,3,3,2,2,2,2,2,34,3,4,2,2,2
473669,1,1,1,1,1,2,2,3,2,4,2,2,1,5,43,2,4,1,1,3
473671,4,4,1,2,3,3,2,2,2,2,4,1,1,1,52,2,4,1,4,2
473673,1,1,2,4,2,1,1,1,1,3,1,2,1,2,63,1,4,1,2,1
473674,2,4,2,2,2,2,3,3,2,3,3,2,2,5,37,2,4,1,2,3
473675,2,1,1,2,2,4,3,2,3,3,3,2,1,1,33,3,4,1,2,3
473678,1,3,3,2,2,2,4,3,3,4,4,3,1,5,47,2,4,1,1,1
473679,1,2,3,2,1,1,1,1,1,1,1,1,1,3,66,1,2,2,4,2
473680,2,3,2,1,2,1,1,2,2,4,2,2,1,1,57,3,4,1,3,2
473683,2,3,4,1,4,2,1,1,2,3,3,1,1,1,75,2,4,1,1,2
473684,1,1,4,4,1,1,4,4,4,4,4,4,1,2,40,1,4,2,4,3
473685,2,3,1,2,3,2,2,3,3,3,3,4,1,1,34,2,3,2,1,3
473686,4,4,1,1,1,2,3,3,2,4,4,1,1,1,39,1,2,1,3,3
473687,2,2,2,2,3,2,2,1,1,3,4,2,2,5,58,2,4,1,1,2
483949,1,1,2,2,1,1,1,3,2,2,2,4,1,1,38,1,1,2,4,2
473688,4,1,4,1,3,3,1,1,1,1,2,2,1,1,69,1,4,2,2,2
473689,3,4,2,1,1,2,1,1,1,1,1,1,2,3,36,3,4,1,2,3
473690,2,4,2,1,2,1,1,1,1,2,1,1,1,5,68,1,4,1,2,1
473692,4,4,4,1,1,2,4,4,4,4,4,4,1,1,73,2,4,1,1,2
473693,2,3,2,2,2,2,2,2,3,2,2,2,2,5,68,2,4,2,2,1
473695,4,4,4,3,2,4,1,1,2,3,1,1,1,2,55,3,1,2,3,3
473696,4,4,1,1,1,4,1,1,1,2,3,1,1,1,65,3,4,1,2,2
473697,3,4,2,1,1,4,1,1,1,1,4,3,2,1,42,3,4,1,4,2
473698,3,4,1,3,1,3,1,1,1,3,1,3,1,3,52,1,4,2,4,2
473699,2,1,4,1,1,2,1,2,2,3,2,3,1,4,30,3,4,2,1,1
473700,2,4,2,1,1,3,3,3,3,3,2,3,2,5,41,2,4,2,1,3
473701,4,4,1,1,2,4,2,2,2,4,2,1,1,1,29,1,4,2,4,2
473702,3,3,2,2,2,3,1,1,1,2,2,2,2,1,63,3,1,2,4,3
473703,3,3,1,2,2,4,1,1,1,1,1,2,1,3,57,2,2,2,4,1
473704,3,4,2,2,3,3,2,1,1,2,3,3,1,1,38,1,4,1,3,1
473706,2,1,1,1,1,1,1,2,2,2,2,2,2,3,39,2,2,2,4,3
473707,3,4,1,1,1,2,1,2,2,4,4,1,1,1,34,2,4,2,2,2
473708,1,1,4,2,2,1,4,3,2,3,2,2,1,5,22,3,1,1,4,3
473712,3,4,1,1,1,3,2,2,2,2,3,2,1,1,40,1,4,2,4,3
473713,3,3,3,2,2,3,2,2,2,3,2,2,1,3,71,2,4,1,3,2
473714,3,3,2,3,2,3,1,2,3,2,2,3,1,3,64,2,4,2,2,3
473715,1,2,2,1,1,1,1,1,1,1,2,1,1,2,68,3,1,2,1,2
473716,2,4,1,1,2,2,2,1,1,4,4,2,1,1,58,3,2,1,1,3
473717,1,3,1,1,1,2,1,2,2,3,3,1,1,1,52,3,4,2,1,1
473718,2,4,2,2,2,2,1,1,1,1,1,1,1,2,42,3,2,2,4,2
473719,2,2,3,2,2,2,2,2,2,2,2,2,1,1,28,3,4,1,3,3
473720,4,3,3,4,2,4,2,2,2,2,2,2,1,3,38,2,4,2,1,3
473721,1,1,4,2,3,2,3,2,2,2,3,2,1,2,37,1,4,1,4,2
473722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,2,2,1,4,2
473723,1,4,4,4,4,4,1,1,2,1,1,2,1,3,44,3,4,2,3,3
473724,1,2,2,2,2,2,3,2,1,1,2,2,1,2,53,3,4,2,3,2
473725,1,1,4,4,2,1,3,2,1,1,2,2,1,2,66,3,4,1,4,2
473728,1,3,4,3,1,1,1,1,2,3,2,2,1,2,34,3,4,1,3,2
483994,2,2,2,2,2,3,3,3,3,3,4,1,1,5,52,2,1,2,2,3
473730,1,1,2,2,1,2,1,1,1,2,4,3,1,2,22,3,4,1,2,1
473731,1,2,3,1,1,3,3,3,3,3,3,3,1,5,64,2,1,1,2,3
473732,2,4,2,4,4,2,1,1,2,2,2,2,1,2,33,1,1,2,3,2
473734,3,4,2,2,2,3,2,2,2,1,2,3,2,3,62,1,4,2,4,1
473735,3,3,3,4,2,2,3,3,3,3,3,3,1,3,60,3,4,1,2,2
473736,2,2,3,1,2,2,2,2,2,2,4,3,1,3,66,3,4,2,2,2
473737,4,4,2,3,2,3,1,1,1,3,2,1,1,2,58,2,4,1,1,1
473738,1,1,2,3,2,2,1,3,2,2,2,4,1,2,29,2,4,1,1,3
473739,1,1,4,1,1,1,2,2,1,1,1,1,1,3,58,3,1,2,3,2
473740,2,4,3,1,2,2,2,1,1,3,2,1,2,1,32,1,4,2,2,1
473742,1,3,3,3,3,2,3,3,2,3,3,3,1,5,32,1,3,1,4,3
473743,4,4,1,1,4,4,1,1,1,4,2,4,1,1,82,2,4,2,1,1
473746,1,4,3,1,1,1,3,3,3,2,2,2,2,1,59,3,4,1,2,2
473747,2,1,1,1,2,2,1,1,4,1,2,2,2,3,37,3,4,2,2,3
473748,1,1,4,4,3,1,1,2,2,2,3,2,1,3,77,1,4,1,4,1
473751,2,2,2,1,1,3,3,1,1,2,4,2,1,1,77,2,4,2,1,1
473752,1,1,4,4,3,1,1,1,1,2,1,1,1,3,74,1,4,2,3,3
473753,1,1,4,1,1,1,1,1,3,1,1,1,1,5,66,3,4,1,1,2
473754,4,4,4,1,2,3,1,1,2,3,2,2,1,1,79,3,4,2,4,2
473756,1,2,4,1,1,1,4,4,4,4,4,3,1,2,29,3,1,1,1,2
473757,1,1,3,3,1,1,1,3,2,1,1,2,1,3,61,3,4,1,1,3
473758,1,2,3,1,1,1,2,2,2,2,2,1,1,2,63,3,1,1,2,1
473761,4,4,2,1,1,4,3,3,4,4,2,3,1,1,34,1,4,2,4,2
473762,2,2,1,1,1,1,2,3,4,4,3,4,1,1,75,2,4,2,1,1
473763,1,1,4,4,3,1,2,2,2,4,4,2,1,3,59,3,4,1,1,1
473764,3,4,2,1,1,3,1,2,2,1,1,2,1,3,57,1,1,2,3,2
473766,4,3,1,4,2,4,2,1,2,2,2,1,1,3,63,2,2,1,1,2
473767,1,1,3,1,1,2,3,2,3,4,4,2,1,3,35,3,4,2,4,1
473770,1,3,3,2,1,3,2,1,1,2,2,1,2,3,51,3,4,1,3,2
473773,2,3,2,1,1,2,2,1,2,3,3,3,1,3,60,2,4,2,2,2
473775,2,2,3,2,2,2,1,2,2,2,1,2,1,3,76,1,4,2,1,1
473776,1,4,1,1,1,4,1,1,3,4,4,1,1,1,67,3,4,1,1,1
473777,1,1,1,1,1,1,1,2,1,4,2,1,1,1,70,2,4,2,3,2
473778,1,2,1,4,2,2,4,2,2,1,4,1,1,2,74,3,4,1,1,2
473780,3,4,3,1,1,1,4,4,4,2,4,2,2,1,28,2,4,1,1,3
473781,1,1,4,2,2,1,1,1,1,4,1,1,1,3,47,1,1,1,4,2
473783,1,3,2,3,2,1,1,1,1,1,3,1,1,2,73,3,4,2,3,2
473784,2,2,2,2,2,2,3,3,3,2,4,2,2,5,68,2,2,1,1,3
473786,3,4,1,1,3,1,1,2,1,2,1,2,1,3,78,2,4,2,1,1
473789,3,4,1,2,3,3,2,3,3,3,3,2,1,1,52,1,4,1,3,2
473791,4,4,1,1,3,4,2,2,3,4,4,4,1,1,36,1,2,2,2,2
473792,1,3,3,2,3,2,2,2,2,2,2,2,1,2,74,1,1,1,4,2
473793,2,2,3,2,2,1,3,2,2,3,4,1,1,2,71,3,1,1,2,1
473794,3,3,2,2,2,4,1,1,2,2,1,3,1,3,58,1,4,1,2,2
484063,3,4,4,1,2,3,4,4,3,4,4,3,1,1,55,2,4,1,2,1
473795,2,2,4,2,3,2,2,3,2,1,2,3,1,1,81,1,4,2,4,1
473796,2,2,3,2,3,2,2,1,2,2,2,1,1,5,41,1,1,2,2,3
473798,1,1,4,3,1,2,1,2,4,4,1,3,1,5,42,2,4,2,1,2
473799,1,3,3,1,2,1,1,2,2,2,2,1,1,5,52,3,4,1,3,2
473800,2,3,2,3,3,2,3,1,1,2,2,2,1,3,41,3,4,2,3,2
473801,1,1,4,1,1,1,1,1,1,2,2,1,1,4,32,1,4,2,3,2
473803,3,4,2,2,3,2,2,2,3,2,3,2,1,1,54,1,4,2,2,2
473804,2,2,3,3,3,3,2,2,3,3,2,2,1,2,68,1,4,2,4,2
473805,2,3,3,2,2,2,3,3,3,4,3,3,1,2,65,2,4,2,3,3
473806,3,3,2,2,2,3,2,2,2,3,2,2,2,1,59,3,4,2,4,1
473811,1,1,4,2,1,1,1,1,2,4,1,2,1,2,48,1,2,2,4,2
473812,4,4,2,2,3,3,2,2,1,2,2,2,1,1,46,3,4,2,2,2
473813,1,1,4,1,1,1,1,1,1,3,2,1,1,2,31,2,4,1,4,3
473814,1,2,4,3,2,2,1,1,1,3,3,1,1,2,59,3,1,2,3,1
473815,2,3,2,3,1,3,1,1,2,2,1,1,1,4,56,2,4,2,4,2
473816,1,1,2,2,1,2,1,2,2,2,3,1,1,1,62,1,1,1,3,1
473817,2,2,3,2,2,2,4,4,3,4,4,3,2,5,43,3,1,2,2,3
473818,1,1,1,1,1,1,4,4,4,4,4,4,2,5,38,2,4,2,1,3
473819,3,2,2,1,2,2,1,1,1,4,3,2,1,1,63,1,4,1,2,1
473820,1,1,4,2,2,2,2,2,2,2,4,3,1,2,41,2,4,1,2,2
473821,1,2,2,1,1,2,1,2,2,3,1,4,2,2,28,3,4,2,2,3
473823,1,1,2,2,2,3,3,3,2,3,3,3,1,2,46,1,2,2,4,2
473824,2,2,2,2,3,3,3,3,3,3,3,4,2,1,37,2,4,1,3,2
484096,3,3,2,1,2,3,2,2,2,3,2,2,1,1,69,1,2,2,1,1
473825,1,1,4,1,1,2,2,3,2,1,2,2,1,3,31,1,4,2,1,1
473826,2,4,1,1,1,2,1,1,1,2,4,2,1,1,60,2,4,1,4,3
473827,2,2,2,2,2,2,4,4,4,4,4,4,1,1,27,3,1,1,2,3
473828,1,1,4,4,2,2,1,1,1,2,1,2,1,2,65,1,4,2,3,2
473830,1,1,2,1,1,1,3,2,2,3,2,2,1,2,40,1,1,1,3,2
473832,3,4,4,1,2,2,1,1,2,3,3,1,1,1,64,2,4,1,3,2
484105,1,2,3,3,1,1,1,2,2,2,1,2,1,2,70,3,1,1,3,2
473833,4,4,2,1,2,2,2,1,1,3,2,2,1,1,61,3,4,1,2,1
473834,1,2,3,4,2,1,2,2,2,1,1,1,1,5,57,2,3,1,1,2
484110,2,2,4,2,3,1,1,2,2,4,4,2,1,2,71,2,1,1,2,2
473837,2,2,2,1,1,3,2,2,2,2,3,1,1,1,64,2,4,2,2,2
473840,2,3,1,1,2,3,1,1,2,4,3,1,1,1,36,2,3,1,1,2
473841,1,2,3,2,2,2,2,2,2,2,2,2,2,2,50,3,1,1,2,2
473842,2,3,3,1,2,1,2,3,3,4,4,3,2,5,31,3,4,1,1,3
473844,2,2,2,2,2,4,2,2,3,3,4,2,1,1,38,3,4,2,2,3
473845,4,4,1,1,2,3,2,2,3,2,2,2,1,5,29,1,4,2,1,1
473847,2,2,2,1,2,3,3,3,2,2,4,2,2,3,49,3,4,1,1,3
484122,1,1,3,2,2,2,2,2,2,2,2,2,1,2,49,2,3,2,3,3
473848,3,4,1,1,2,3,2,2,2,2,3,1,1,1,29,1,4,2,1,1
473849,4,4,2,1,2,2,1,1,2,4,3,4,1,1,77,2,4,1,3,1
473852,3,4,1,1,3,2,1,2,1,2,2,1,1,1,61,2,4,1,3,2
473853,2,4,2,1,2,3,1,1,1,4,3,3,1,1,65,2,4,2,2,2
473855,1,3,4,4,2,2,1,1,2,2,3,2,1,2,90,3,4,1,1,1
473856,1,2,4,3,3,1,1,1,2,1,1,1,1,2,66,1,2,2,3,1
473857,3,4,1,1,1,2,1,3,3,3,1,1,1,1,58,3,4,1,1,3
473858,1,1,1,1,1,2,1,1,1,4,4,3,1,1,27,3,4,2,1,3
473860,2,4,1,1,1,3,2,2,2,3,1,3,1,1,61,1,4,1,2,2
473861,2,4,1,2,2,4,4,3,2,3,4,1,2,1,78,3,4,2,2,1
473862,2,1,3,2,3,2,1,1,1,2,1,1,1,5,59,2,4,1,1,2
473863,1,2,4,3,1,2,3,2,1,3,2,1,1,3,44,1,4,2,4,2
473864,2,3,3,2,2,2,2,2,2,3,2,2,1,5,65,2,4,1,1,2
473866,1,1,2,1,3,2,2,1,1,4,2,1,1,2,45,3,2,2,4,2
473867,1,3,2,2,2,2,1,1,1,1,2,1,1,1,54,3,4,2,3,3
473870,1,2,4,3,3,1,2,2,2,3,2,2,1,2,34,1,3,2,4,2
473871,2,4,4,2,2,2,1,1,1,2,1,1,1,2,64,1,4,2,4,1
473872,1,1,4,2,2,2,3,2,2,3,1,2,1,2,32,1,1,2,4,1
473873,2,3,4,1,4,1,1,1,1,1,1,1,1,1,71,3,4,1,1,2
473874,2,2,1,2,2,2,1,4,2,4,3,1,1,2,79,2,4,1,1,1
473875,3,4,1,1,2,4,2,3,2,3,3,3,1,1,53,2,4,2,2,2
473877,1,3,2,1,2,1,1,1,1,1,4,1,1,2,59,2,1,1,1,3
473878,4,4,2,1,1,3,1,1,1,1,1,1,1,3,31,1,4,2,3,1
473883,2,4,1,1,1,4,4,4,4,4,4,4,2,4,44,2,4,2,2,3
473884,1,2,4,4,2,1,1,1,3,1,2,2,1,2,68,1,4,1,4,1
473885,1,1,3,2,2,3,2,2,2,3,2,2,1,5,62,1,4,1,1,2
484162,2,3,3,2,2,2,1,3,4,4,2,4,1,2,47,2,2,2,3,2
473886,1,1,4,4,3,2,2,2,1,2,2,2,1,3,65,1,4,1,4,1
473887,1,1,4,3,3,2,1,1,1,2,3,1,1,2,71,2,4,2,2,2
473888,4,4,1,1,2,4,2,2,2,4,4,2,1,5,36,2,4,2,2,3
473889,2,3,3,1,2,2,2,1,1,3,3,3,1,3,66,2,4,1,2,1
473890,4,2,4,4,3,2,1,1,1,2,3,1,1,2,50,2,2,1,2,2
473891,3,4,1,1,1,3,1,1,2,2,1,1,1,3,69,3,2,2,3,1
473892,1,3,3,4,2,1,2,1,1,1,1,2,1,3,82,1,4,2,2,2
473894,3,4,1,1,1,4,1,1,3,4,2,1,1,3,46,1,3,2,4,2
473895,2,4,1,1,1,3,1,2,2,2,1,1,1,3,58,2,4,2,3,2
473897,2,3,4,1,1,2,1,1,3,3,1,3,1,1,44,2,4,2,4,3
473898,1,1,2,2,1,3,3,2,1,2,3,2,2,3,52,3,1,2,2,3
473899,2,2,3,1,2,2,1,2,1,3,1,3,2,5,79,3,2,2,1,2
473902,4,4,3,1,2,3,1,1,1,1,2,1,1,5,52,3,2,2,2,2
484181,2,2,2,1,2,3,2,1,1,3,3,1,1,2,24,2,1,2,1,3
473903,2,2,3,1,3,2,3,3,3,4,3,3,1,1,34,1,4,2,3,2
473904,2,3,2,1,1,3,2,2,1,3,2,2,1,3,51,1,4,1,4,2
473905,1,1,3,2,2,2,3,3,3,3,3,3,1,3,47,3,4,2,4,2
473906,3,3,2,2,3,3,4,4,4,4,2,2,2,5,53,2,4,2,3,3
473908,3,3,4,2,3,3,2,3,3,2,3,3,2,5,30,2,2,2,3,3
473910,4,4,1,1,1,4,1,1,1,1,1,1,1,1,33,2,4,1,2,2
473911,2,2,3,2,1,2,1,1,1,1,1,1,1,5,26,2,1,1,1,3
473913,1,1,4,2,1,1,1,2,1,1,1,1,1,3,26,3,2,2,2,1
473914,2,3,3,1,1,2,3,3,2,3,3,3,2,4,35,1,4,2,4,2
473915,1,1,4,2,3,1,1,1,1,3,2,2,1,2,48,1,1,1,3,2
484196,2,4,1,1,1,2,4,4,4,4,4,4,2,5,30,2,4,1,1,3
473916,2,4,4,2,3,1,2,1,1,2,3,1,1,2,73,3,4,1,4,2
473917,2,4,2,1,2,2,2,1,1,2,2,2,1,1,30,1,4,1,3,2
473919,2,4,2,1,2,4,1,1,2,2,1,1,1,1,64,2,4,2,2,1
473920,1,1,4,4,3,1,1,1,1,2,2,2,1,2,37,1,4,2,4,2
473921,3,3,1,1,2,3,3,2,3,3,2,3,1,1,64,3,4,1,4,2
473922,2,3,3,1,2,2,1,2,3,2,3,3,1,3,56,2,4,2,1,3
473923,2,2,1,2,2,2,2,3,3,2,3,2,1,2,60,2,1,1,1,2
473924,1,2,3,2,2,3,3,3,3,3,3,3,1,4,36,1,4,2,4,2
473925,1,2,1,2,1,2,2,2,3,2,2,2,1,3,66,3,1,2,2,1
473927,1,3,3,3,2,2,1,2,2,4,3,2,1,1,69,3,4,2,4,1
473928,1,1,2,1,1,2,1,1,4,2,1,1,1,3,38,2,1,2,1,3
473929,2,3,1,1,2,2,1,2,2,2,3,1,1,1,38,2,4,2,2,1
473931,1,1,4,2,2,2,1,1,1,3,2,1,1,1,39,1,4,1,4,3
473932,2,4,1,1,1,2,3,3,3,3,3,1,1,1,42,1,4,2,3,2
484214,1,2,2,2,2,2,2,2,2,4,2,2,1,5,58,2,4,1,3,2
473933,2,2,2,3,2,1,3,4,3,1,4,2,1,2,24,1,2,2,2,1
473935,1,1,3,3,3,2,4,4,4,3,4,3,2,5,69,3,1,1,2,3
473937,4,4,1,1,1,4,4,1,2,1,2,3,1,3,67,2,4,2,3,2
473939,3,4,1,1,3,2,3,3,3,2,2,3,2,1,37,2,4,2,4,2
473940,1,3,3,3,3,1,1,1,1,2,3,1,1,2,61,2,1,2,1,2
473941,2,2,2,1,2,2,1,2,2,3,3,3,1,1,60,2,4,1,2,2
473942,1,2,3,2,2,1,2,1,1,2,2,1,1,2,62,3,4,1,3,1
473943,2,4,2,1,2,3,2,2,3,3,3,1,1,1,75,1,4,2,3,1
473946,1,1,4,4,3,1,1,1,1,1,1,1,1,2,52,3,1,2,1,3
484230,1,2,4,2,1,2,1,2,2,1,1,2,1,1,66,2,4,1,3,2
473947,2,3,3,2,3,3,3,2,2,2,2,2,2,3,29,1,4,2,3,2
473948,1,2,3,3,2,2,2,2,2,2,2,2,1,2,63,3,2,2,2,1
473949,2,2,1,3,2,2,2,1,1,2,2,2,1,1,43,2,4,1,1,3
473950,4,4,2,1,3,1,1,1,1,2,2,1,1,1,47,3,3,2,4,2
473951,1,1,2,4,2,4,1,2,1,4,3,1,1,3,72,3,4,1,2,2
473952,2,2,4,2,1,4,1,2,2,2,2,2,1,3,22,2,4,1,2,3
484237,2,2,2,2,2,3,3,3,3,4,4,4,1,2,42,1,2,2,4,2
473953,3,4,3,1,2,3,2,1,2,4,3,2,1,3,52,3,4,1,3,1
473954,2,2,4,3,3,1,1,1,1,1,1,1,1,2,61,1,4,2,4,2
473955,2,2,2,2,2,2,2,1,1,3,2,1,2,5,27,2,2,2,2,3
473956,1,1,3,2,2,2,4,3,4,4,4,3,1,2,60,2,1,1,3,2
473958,4,4,1,1,3,4,3,2,3,4,2,4,1,1,38,2,4,2,3,3
473959,2,2,3,2,2,1,2,2,2,3,3,2,1,2,62,1,4,2,2,1
473962,2,1,2,2,3,1,2,2,2,3,2,2,2,5,60,3,4,2,2,2
473964,1,2,4,4,2,1,2,2,2,2,2,3,1,2,54,1,3,1,4,2
473965,2,4,2,1,2,3,1,2,3,1,2,3,1,1,78,2,4,1,2,2
473966,1,2,4,4,2,2,1,1,2,1,1,1,1,2,38,3,4,2,2,2
473967,1,2,1,1,1,2,4,4,4,4,1,4,1,2,32,1,4,1,3,2
473968,3,4,2,1,1,2,3,3,4,3,2,1,1,1,64,2,4,2,3,2
473969,3,4,2,1,3,4,2,3,2,4,2,2,1,1,67,3,4,2,1,2
473970,1,1,4,2,3,2,2,2,2,3,3,3,1,3,73,1,4,2,4,1
473971,1,1,4,2,2,1,1,1,1,1,1,1,1,2,71,1,4,1,3,1
473972,3,3,4,1,1,2,2,3,3,1,1,3,2,5,59,3,4,2,1,2
473973,1,1,1,1,1,1,1,1,1,1,1,1,2,1,53,3,1,1,3,3
473974,4,4,1,1,1,3,1,1,1,1,1,3,1,1,71,2,4,1,2,2
473975,1,1,2,2,2,1,2,2,2,2,2,1,1,2,70,3,1,1,2,1
473976,2,3,3,1,2,2,2,3,3,4,3,4,1,2,78,2,4,1,1,2
484263,2,2,2,2,2,2,2,2,4,4,4,3,1,1,47,2,4,1,3,2
473978,2,2,2,1,2,3,2,2,2,4,1,2,2,5,29,3,4,1,1,3
473979,3,4,2,1,2,4,1,2,2,2,1,2,1,5,59,3,4,1,3,1
473980,1,1,4,4,4,4,1,1,2,1,2,1,1,2,67,3,4,1,2,2
473981,1,1,2,1,1,1,1,1,1,1,1,1,1,2,62,3,1,2,1,2
484268,1,1,4,1,4,1,2,2,1,2,3,1,1,2,37,1,4,1,4,2
473982,3,4,2,1,1,4,1,2,2,1,1,3,2,3,65,3,2,2,3,2
473983,1,1,2,2,2,1,3,1,1,4,2,4,1,3,51,3,4,2,3,2
473984,3,3,3,1,2,3,3,2,2,3,2,2,1,1,22,3,3,1,2,1
473985,1,3,3,3,2,1,2,3,2,2,3,2,1,3,57,1,3,2,3,1
473988,1,1,1,3,1,1,4,4,4,4,4,4,1,2,36,2,1,2,3,2
473989,3,3,3,2,3,2,1,2,3,3,2,1,1,1,78,2,4,2,2,2
473990,1,1,3,2,2,1,1,1,1,2,1,1,1,2,81,3,4,2,1,2
473993,1,1,2,2,1,1,1,1,1,1,1,1,1,2,56,2,1,1,3,2
473994,1,2,3,4,2,1,1,1,1,2,3,1,1,2,58,1,4,1,2,2
473996,2,3,2,2,1,2,1,2,1,1,4,1,1,5,67,2,4,1,1,2
473997,4,4,2,1,4,3,1,2,1,3,3,1,1,1,76,1,4,1,2,1
473998,3,3,3,1,2,2,3,3,3,3,3,3,2,3,35,1,4,2,4,1
473999,3,4,2,2,2,4,2,3,2,3,3,2,2,1,36,1,4,2,4,2
474000,2,3,2,2,2,1,1,1,2,2,2,2,1,3,45,3,4,1,3,2
474002,3,4,1,1,1,2,4,4,4,3,4,3,2,1,31,1,4,1,3,2
474004,1,1,4,3,2,1,1,1,3,2,2,3,1,2,50,3,4,1,3,1
474009,1,4,2,2,2,1,1,1,1,3,1,1,1,1,79,2,4,1,2,1
474010,2,3,1,1,1,3,4,1,3,4,2,2,1,3,53,2,1,2,1,1
474013,1,2,1,2,2,2,3,3,3,3,4,3,1,2,51,1,1,1,4,2
474015,1,1,2,2,2,1,1,1,2,1,1,1,1,5,73,2,4,2,2,3
474016,1,1,4,1,1,1,1,1,1,1,4,1,1,2,25,2,4,1,3,1
474018,2,2,4,2,4,2,1,1,1,1,4,1,1,3,67,3,4,1,1,3
474019,1,1,4,3,3,2,1,2,2,2,2,3,1,2,31,1,4,2,4,1
474020,1,3,4,2,2,1,1,1,1,1,1,1,1,2,65,1,4,1,2,1
474022,1,2,4,2,2,2,1,2,2,2,4,2,1,2,70,3,4,2,2,1
474023,2,3,3,1,3,2,2,1,1,2,2,2,1,1,70,3,4,1,3,1
474024,3,4,2,2,2,2,3,2,1,3,1,1,1,3,80,1,4,2,3,1
474026,3,1,1,1,2,3,1,2,2,2,2,2,1,3,49,1,4,1,1,2
484314,2,4,1,1,1,3,2,2,3,4,3,3,1,1,64,3,3,2,2,2
474027,1,2,3,2,2,1,3,4,2,3,3,2,1,2,58,2,1,2,4,2
484317,4,4,1,1,1,4,1,1,1,4,1,1,1,1,53,1,4,1,4,3
474029,1,1,2,1,1,1,1,1,1,1,1,1,1,2,58,2,4,2,3,2
474030,2,3,2,2,3,3,4,4,4,4,4,4,1,5,29,2,4,2,1,2
474032,4,4,1,1,3,1,1,1,1,4,1,1,1,1,82,1,4,2,4,1
474034,1,1,3,2,2,2,2,2,2,1,1,3,1,2,39,1,4,2,3,2
474035,1,1,4,2,1,2,2,2,2,3,2,3,1,5,38,3,4,1,1,2
474036,3,4,2,4,3,3,1,1,1,2,2,1,2,3,64,1,2,1,4,2
484326,3,1,1,2,2,3,2,1,2,3,2,1,1,1,57,3,2,1,2,2
474039,1,1,2,4,2,2,2,2,2,2,2,3,1,2,67,1,1,2,2,2
474040,2,4,2,1,1,2,1,1,2,2,2,2,1,1,70,2,4,2,1,3
474042,2,4,1,1,2,3,3,3,3,3,3,3,1,3,68,2,4,1,1,3
474043,2,1,2,1,2,3,1,1,1,2,2,1,1,1,50,1,4,1,1,2
474044,1,2,1,1,2,1,3,4,4,4,3,4,1,1,83,2,4,1,2,1
474045,2,2,2,1,2,2,2,2,2,2,2,2,1,5,25,2,4,2,3,3
474046,2,2,3,1,1,1,2,2,3,4,3,3,2,3,52,3,4,1,1,2
474047,1,1,4,2,1,2,2,3,3,3,2,4,1,3,25,2,2,1,1,3
474048,3,4,2,1,2,3,3,2,1,1,1,1,1,1,60,1,4,1,3,2
484339,2,3,2,2,2,2,3,3,3,2,3,3,1,1,36,1,4,1,3,2
474050,2,2,3,3,3,2,2,2,2,3,1,1,1,1,54,1,4,1,4,2
474051,2,3,2,1,2,2,4,4,3,4,4,2,2,5,26,2,4,1,1,3
474052,2,3,4,2,2,2,3,3,3,4,4,2,2,3,28,1,4,1,3,3
474053,3,3,2,1,1,2,1,2,2,3,2,2,1,5,73,2,4,2,1,1
474054,3,3,3,2,3,4,2,3,3,3,2,2,2,5,31,2,4,2,1,3
